Title,main_category,category,date,description
ofloxacin,Medical,Medical,2023-10-08,ofloxacin versus parenteral therapy chronic osteomyelitis conducted randomized comparison oral ofloxacin mg twice day parenteral agent cefazolin g intravenously every h ceftazidime g intravenously every h nonprosthesis osteomyelitis total subject received ofloxacin average week received parenteral antibiotic average week therapy well tolerated infection due staphylococcus aureus enterococcus spp pseudomonas aeruginosa organism completion therapy one aeruginosa infection ofloxacin group persisted organism acquired resistance accompanied resistant acinetobacter superinfection parenteral group one aureus infection persisted resolved superinfection due aureus well data obtained among treated ofloxacin four subject whose initial response therapy successful suffered relapse infection three due aureus one due aeruginosa parenteral group one subject aeruginosa infection relapsed response therapy successful subject received ofloxacin received parenteral antibiotic difference significant oral ofloxacin appears comparable parenteral antibiotic chronic osteomyelitis due susceptible organism oral ofloxacin offer advantage economics convenience
infant,Medical,Medical,2023-10-08,auditory screening infant within last year infant hearing screening progressed laudable goal reality many area united state high risk register provides mean history neonatal physical examination used identify infant risk hearing loss two procedure auditory response common method screening hearing loss newborn intensive care nursery evoked cochlear emission reportedly identifiable infant observation lead use evoked otoacoustic emission hearing screening procedure infant
patient,Medical,Medical,2023-10-08,swift trial delayed elective intervention v conservative treatment thrombolysis anistreplase acute myocardial infarction swift intervene following thrombolysis trial study group objective see whether early elective angiography view coronary angioplasty bypass grafting stenosed infarct related vessel would improve outcome acute myocardial infarction treated thrombolysis anistreplase design randomised study two treatment strategy analysis result month setting district hospital regional cardiac centre britain ireland subject patient presenting clinical electrocardiographic feature acute myocardial infarction three hour onset major symptom treatment strategy intravenous anistreplase unit followed standard regimen heparin warfarin timolol patient randomised early angiography plus appropriate intervention main outcome measure death reinfarction within month result patient randomised receive early angiography plus appropriate intervention coronary angioplasty case coronary grafting patient receive conservative care angioplasty seven bypass grafting initial admission month mortality patient intervention group v conservative care group p rate reinfarction patient v p similar two group significant difference rate angina rest pain found month left ventricular ejection fraction three month group median hospital stay longer intervention group day v day p le conclusion patient given thrombolytic treatment acute myocardial infarction strategy angiography intervention appropriate required clinical indication
chondromyxoid,Medical,Medical,2023-10-08,chondromyxoid fibroma radiographic appearance case review literature published erratum appears radiology aug case histologically confirmed chondromyxoid fibroma reviewed radiographic feature recorded finding coupled review medical literature suggest rare benign bone tumor characteristic specific radiographic appearance may often mimic common tumor chondromyxoid fibroma may occur anywhere skeleton almost half case occur around knee possibility chondromyxoid fibroma always considered focal bone lesion evaluated geographic bone destruction sclerotic rim lobulated margin septation diagnosis chondromyxoid fibroma likely patient decade life
portal,Medical,Medical,2023-10-08,role bile acid splanchnic hemodynamic response chronic portal hypertension previous study laboratory suggest humoral factor namely glucagon account approximately splanchnic vasodilation rat prehepatic portal hypertension reduced vascular sensitivity norepinephrine vasopressin angiotensin ii may contribute splanchnic vasodilation however neither glucagon altered vasoconstrictor sensitivity fully account splanchnic vasodilation observed portal hypertensive subject therefore present study designed examine role bile acid splanchnic hyperemia portal hypertension since serum bile acid elevated portal hypertensive subject bile acid potent intestinal vasodilator prehepatic portal hypertension induced rat surgical constriction portal vein ten day induction portal hypertension enterohepatic circulation control portal hypertensive rat surgically interrupted animal placed bollman restraint cage allowed recover eighteen hr later rat anesthetized sodium pentobarbital regional blood flow measured radiolabeled microspheres normal portal hypertensive animal without bile fistula served control plasma bile acid level measured radioimmunoassay approximately time higher portal hypertensive animal control bile duct cannulation effectively depleted normal portal hypertensive animal circulating bile acid pool significantly reduced portal venous inflow portal hypertensive control rat role bile acid partial mediator splanchnic hyperemia portal hypertension suggested since bile acid depletion completely abolish gastrointestinal hyperemia
fall,Medical,Medical,2023-10-08,risk factor injurious fall prospective study conducted prospective study consequence fall elderly person fallen previous year contacted subject every week one year ascertain fall determine circumstance consequence fall fall resulted major injury fracture dislocation laceration requiring suture half resulted minor soft tissue injury one ten fall left faller unable get least minute one four fall caused subject limit activity risk injury per fall regardless number fall person risk major injury increased odds ratio confidence interval fall associated loss consciousness compared nonsyncopal fall multivariate analysis nonsyncopal fall risk major injury per fall higher person previous fall fracture slower trail making b time white risk nonsyncopal fall would result minor injury versus injury increased person slower hand reaction time decreased grip strength white fall using stair step turning around reaching finding suggest neuromuscular cognitive impairment well circumstance fall affect risk injury fall occurs
patch,Medical,Medical,2023-10-08,antianginal effectiveness nitroglycerin patch study using study designed determine antianginal effectiveness nitroglycerin patch patient well do required eight men chronic stable angina positive treadmill test demonstrated responsiveness oral isosorbide dinitrate studied taking effective do isosorbide dinitrate three time day least two week treadmill exercise bout performed every hour day application active nitroglycerin patch previously titrated dose another day application placebo patch mean necessary effective patch dose sq cm sq cm mean exercise duration angina rose p le hour active patch resting systolic blood pressure fell mm hg mm hg p le placebo patch mm hg respectively active patch superior placebo throughout day declining degree pm p le thus nitroglycerin patch provide significant antianginal effect patient exposure nitrate however need large do individual titration may make therapy impractical
patient,Medical,Medical,2023-10-08,laser cordectomy glottic carcinoma experience videostroboscopic finding patient underwent laser cordectomy glottic squamous cell carcinoma january december sixteen undergone unsuccessful radiation previous treatment cure rate irradiated group nonirradiated group extension tumor anterior commissure resulted higher failure rate patient experienced overall cure rate surgical radiation salvage unsuccessful laser cordectomies six patient preoperative postoperative videostrobolaryngoscopy common postoperative problem voice breathiness resolve patient patient absent moderately reduced amplitude mucosal wave pattern imcomplete glottic closure proportional amount cordal tissue removed despite seemingly poor result carefully selected patient laser cordectomy still indicated without compromising ultimate oncologic result advantage radiation therapy conservation laryngeal surgery include short treatment time requiring outpatient surgical procedure time initial diagnostic staging laryngoscopy avoidance potential radiation side effect surgical complication however patient advised possibility persistent postoperative breathy dysphonia addition possibility treatment effect cure
artery,Medical,Medical,2023-10-08,crossover ilioprofunda reconstruction expanded role obturator foramen bypass standard obturator foramen bypass extends aorta iliac artery ipsilateral superficial femoral popliteal artery operation effective versatile indirect bypass procedure circumventing difficult vascular problem femoral triangle case presented patient whose limb salvaged obturator foramen bypass contralateral iliac artery profunda femoris artery unique case compared published case emphasize potential advantage profunda femoris preferred graft outflow selected case arterial reconstruction obturator foramen
antibiotic,Medical,Medical,2023-10-08,antibiotic treatment bacterial gastroenteritis antibiotic treatment important certain etiology bacterial gastroenteritis clinical improvement eradication causative organism stool important epidemiologically etiology however seldom known presentation sporadic case diarrhea thus decision initiate antibiotic therapy choice specific antimicrobial agent made clinical basis culture result available
receptor,Medical,Medical,2023-10-08,regulation b cell antigen receptor signal transduction phosphorylation member family membrane protein posse phosphotyrosine phosphatase activity source much tyrosine phosphatase activity lymphocyte view enzymatic activity high copy number seems likely function transmembrane signal transduction lymphocyte receptor coupled activation tyrosine kinase b cell antigen receptor found transduce ca signal cell expressed also membrane immunoglobulin migm lost surface cell treated antibody suggesting physical interaction protein finally dephosphorylated complex protein appears function signal transduction antigen receptor data indicate occurs component complex protein associated antigen receptor may regulate signal transduction modulating phosphorylation state antigen receptor subunit
isradipine,Medical,Medical,2023-10-08,multicenter evaluation efficacy tolerability safety new antihypertensive drug isradipine population isradipine new antihypertensive dihydropyridine calcium antagonist evaluated efficacy tolerability safety ambulatory patient hypertension design present study included period confirmation disease followed week active treatment mg isradipine twice daily patient switched antihypertensive drug mainly diuretic dose isradipine remained virtually unchanged throughout study resulted mean decrease mm hg systolic blood pressure sbp p le mm hg diastolic blood pressure dbp p le heart rate unchanged difference mean body weight study patient isradipine generally well tolerated side effect present tended diminish eventually disappear treatment period clinical laboratory parameter tested electrocardiograph interval remained unchanged conclusion result indicate isradipine novel drug highly effective well tolerated treatment mild moderate hypertension group patient
hypertension,Medical,Medical,2023-10-08,diagnosis management chronic hypertension pregnancy pregnancy complicated chronic hypertension increased risk development superimposed preeclampsia abruptio placenta poor perinatal outcome frequency complication particularly increased patient severe hypertension preexisting cardiovascular renal disease woman receive appropriate antihypertensive therapy frequent evaluation maternal fetal contrast patient mild essential chronic hypertension maternal perinatal benefit antihypertensive medication highly controversial review literature revealed two study four trial comparing treatment versus medication three comparison methyldopa oxprenolol one study subject randomized first trimester difference pregnancy outcome found use antihypertensive drug evaluation woman chronic hypertension considering pregnancy begin conception establish cause severity hypertension appropriate management include frequent evaluation maternal fetal antihypertensive medication may useful patient severe disease well target organ involvement
airway,Medical,Medical,2023-10-08,gastroesophageal reflux upper airway disease ger important impact upper airway passage turn upper airway obstruction certainly aggravate reflux relationship considered newborn young infant faced sudden event older child adult presenting chronic head neck complaint either unexplained unresponsive adequate medical therapy causal relationship may difficult establish based first clinical expertise guideline laboratory test among pharyngeal ph monitoring could promising response medical antireflux therapy better understanding significance high level reflux defective acid clearance well precise knowledge maturation functioning upper airway protective mechanism would open way accurate diagnostic procedure reliable definition abnormal greater efficiency management patient
catheter,Medical,Medical,2023-10-08,emergency management nondeflating foley catheter balloon inability remove foley catheter may result failed attempt deflate balloon article author review cause inability deflate foley catheter well various technique removal
exercise,Medical,Medical,2023-10-08,worsening angina due change cardiac output background precise mechanism leading worsening angina yet adequately defined attributed increase double product perhaps likely related increase cardiac output food study designed evaluate effect food patient exercise tolerance compare change haemodynamic variable method patient chronic stable angina worsening angina studied patient evaluated two occasion visit underwent two symptom limited treadmill exercise test remained fasting first visit given kcal meal minute second exercise test second visit time onset mm st segment depression heart rate systemic arterial blood pressure cardiac output measured rest exercise result difference variable two exercise test day patient remained fasting meal exercise tolerance fell significantly second stage mm st segment depression first seen also significantly reduced resting cardiac output increased significantly patient sitting standing exercise time food significantly related cardiac output even fasting time taken account resting heart rate increased significantly beat per minute sitting beat per minute standing little change blood pressure evidence double product predicted exercise time conclusion worsening angina related increase cardiac output meal successful treatment depend upon prevention increase
headache,Medical,Medical,2023-10-08,headache spectrum malformation exertional headache patient malformation acm well described report four patient type acm recurrent headache patient presented respectively low spinal fluid pressure headache migraine without aura migraine aura migraine prolonged aura report suggests need observing patient recurrent headache physical stigma craniovertebral junction anomaly need exclude acm patient possible implication association acm different type headache discussed
prosthesis,Medical,Medical,2023-10-08,influence type prosthesis late result combined valve replacement influence type prosthesis late outcome patient combined valve replacement analyzed comparing patient receiving two biological prosthesis group n two mechanical prosthesis group n mechanical prosthesis aortic position bioprosthesis mitral position group n difference found among three group term actuarial survival incidence freedom death thromboemboli hemorrhage patient biological prosthesis significantly greater incidence structural valve deterioration reoperations overall complication compared patient mechanical prosthesis result extended patient combined valve replacement indicate mechanical prosthesis perform better owing superior durability compared biological valve use bioprostheses confined old patient limited life expectancy cardiac disease provided anticoagulant used combination mechanical biological prosthesis patient avoided advantage type prosthesis lost
appearance,Medical,Medical,2023-10-08,ct appearance splenic injury managed nonoperatively essay illustrates appearance traumatized spleen ct scan obtained course conservative treatment although ct appearance acute rupture spleen adequately described little reported appearance spleen heals trauma example ct study splenic injury illustrate various change appearance time traumatized spleen treated nonoperatively
cancer,Medical,Medical,2023-10-08,progress cancer definite progress made cancer since national cancer act passed physician giving increased attention cancer prevention exciting change molecular biology provide increased knowledge basic mechanism tumor growth metastasis detailed discussion two common solid cancer breast colorectal attest continuing advance cancer diagnosis treatment augur well progress oncology continued research basic clinical mandatory
patient,Medical,Medical,2023-10-08,percutaneous posterolateral lumbar discectomy decompression cannula analysis operative failure complication operative failure complication percutaneous posterolateral lumbar discectomy analyzed patient herniated nucleus pulposus prospectively studied treated use sheath manual insertion instrument twelve operation considered failed regardless length postoperative incidence reinjury eleven patient repeat operation index level one patient chronic eight eleven patient subsequent laminectomy successful two patient psoas hematoma one transitory sensory distal motor deficit complication resolved without sequela major complication including superficial deep infection patient neurovascular compromise
type,Medical,Medical,2023-10-08,palliation proximal malignant biliary obstruction endoscopic endoprosthesis insertion four year december patient median age year proximal malignant biliary obstruction treated endoscopic endoprosthesis insertion altogether cholangiocarcinoma gall bladder carcinoma local spread pancreatic carcinoma metastatic malignancy fifty eight patient type type ii type iii proximal biliary stricture bismuth classification patient either unfit unsuitable attempt curative surgical resection single endoprosthesis placed initially stent placed relief cholestasis insufficient sepsis developed undrained segment combined technique used place endoprosthesis appropriate failed endoscopic endoprosthesis insertion second endoprosthesis placement full follow available patient still alive time review one treated within past six month initial endoprosthesis insertion succeeded technically first attempt patient second combined procedure cumulative total success rate type type ii type iii adequate biliary drainage single endoprosthesis insertion successful placement giving overall successful drainage rate three patient second stent placed combined procedure insufficient drainage giving overall successful drainage rate final overall drainage success rate type type ii type iii early complication rate type type ii type iii
instillation,Medical,Medical,2023-10-08,complication intravesical instillation bacillus rhabdomyolysis metastatic infection two case adverse reaction bacillus bcg bladder instillation reported case transient fever systemic symptom developed following instillation additional instillation patient high fever severe myalgia profound weakness followed rhabdomyolysis anuric renal failure required week hemodialysis recovery extensive evaluation revealed cause bcg instillation patient firm subcutaneous nodule gradually developed chest wall contained nonviable acid fast bacillus
pregnancy,Medical,Medical,2023-10-08,recurrence ectopic pregnancy role salpingitis evaluated role salpingitis recurrence ectopic pregnancy historical cohort woman undergone laparoscopic examination acute salpingitis used pregnancy n unit analysis modified conditional logistic regression estimate pairwise odds ratio measure recurrence ectopic pregnancy among second higher order pregnancy recurrence pregnancy prior uterine pregnancy ectopic pregnancy rate increased prior salpingitis score constructed combination prior salpingitis episode severity score score greater equal score prior ectopic pregnancy rate increase prior salpingitis score score score score greater equal adjusted pairwise odds ratio practically unchanged additional adjustment prior salpingitis score finding confirm salpingitis risk factor first ectopic pregnancy woman ectopic pregnancy previous salpingitis might add incremental risk
patient,Medical,Medical,2023-10-08,effectiveness nitrous oxide rural em system prehospital system need safe effective analgesic agent treatment patient suffering pain recent study documented efficacy nitrous oxide urban rural setting study review finding patient trauma medical musculoskeletal problem received nitrous oxide period rural em system percent patient reported pain relief minor side effect noted patient satisfaction high abuse noted among personnel
cyst,Medical,Medical,2023-10-08,iatrogenic epidermoid cyst parotid region following ear surgery iatrogenic implantation squamous epithelium may result formation epidermoid cyst cyst described various site around head neck following otological procedure case iatrogenic epidermal cyst parotid region following repeated myringoplasty reported clinical feature differential diagnosis discussed
blood,Medical,Medical,2023-10-08,epidural blood patch treatment subarachnoid fistula child fistula developed two child placement catheter subarachnoid space drainage cerebrospinal fluid management iatrogenic complication epidural blood patch described
level,Medical,Medical,2023-10-08,value estrogen progesterone receptor determination advanced breast cancer estrogen receptor level progesterone receptor level correlate response tamoxifen four hundred fifteen patient metastatic breast cancer known hormone receptor status received primary treatment tamoxifen measured value estrogen receptor er estrogen binding followed continuous distribution range protein value correlated positively age response treatment tamoxifen correlated er level response rate approximately er level greater protein two hundred eighteen patient progesterone receptor pr value greater pr positivity correlated er level patient pr level greater protein significantly higher response rate value le protein however multivariate analysis including receptor level age site number metastasis er level significant predicting response treatment tamoxifen quantitative estimation er level thus best predictor response hormonal treatment tamoxifen advanced breast cancer
patient,Medical,Medical,2023-10-08,regional intravenous ketanserin guanethidine therapy raynaud phenomenon author report result study patient raynaud phenomenon primary posttraumatic secondary diffuse connective tissue disease treated regional intravenous injection guanethidine ketanserin two drug chosen different etiopathologic profile condition patient showed substantial clinical improvement remission trophic lesion condition secondary connective tissue disorder demonstrate much improvement based instrumental data alone possibly intrinsic limitation technique used evaluating peripheral blood flow specific type pharmaceutical treatment appeared especially suitable disease owing combination therapeutic efficacy substantial reduction total dosage patient
fracture,Medical,Medical,2023-10-08,axial load teardrop fracture biomechanical clinical roentgenographic analysis anteroinferior cervical vertebral body corner fracture originally described schneider cann teardrop fracture report analyzes biomechanical clinical roentgenographic feature fracture obtained national football head neck injury registry teardrop fracture resulting tackle football characteristically occurred player attempting make tackle initial contact made top crown helmet two fracture pattern associated anteroinferior corner teardrop fracture fragment isolated fracture usually associated permanent neurologic sequela fracture associated sagittal vertebral body fracture well fracture posterior neural arch latter pattern almost always associated permanent neurologic sequela specifically quadriplegia axial loading cervical spine clearly identified mechanism injury fracture pattern roentgenographic examination must include anteroposterior lateral view computed tomography tomography necessary determine presence sagittal vertebral body fracture integrity posterior neural arch
clinical,Medical,Medical,2023-10-08,facial weakness comparison clinical photographic method observation search internationally acceptable facial grading system resulted assessment existing method several investigator study based observation video film taken patient varying degree facial malfunction although grading system evaluated use videotape never compared clinical examination suitability type work therefore unknown used nine facial grading system compare result clinical observation photographic method presentation latter included videotape photographic slide combination two correlation clinical examination finding finding photographic method poor suggesting need standard form presentation grading patient consistent result found either clinical examination photographic slide videotape least reliable
snoring,Medical,Medical,2023-10-08,pattern simulated snoring different mouth nose cineradiography pharynx simulated snoring done healthy volunteer supraglottic pressure flow rate recorded others observed immediately snoring decrease sagittal diameter oropharynx followed snoring oscillation soft palate pharyngeal wall pattern soft palate oscillation different snoring nose mouth inspiratory snoring nose soft palate remained close contact back tongue uvula presented oscillation snoring mouth resulted ample oscillation whole soft palate frequency airflow supraglottic pressure oscillation le p le mouth hz nasal snoring hz difference may related smaller oscillating mass uvula nasal snoring variance previous data showed snoring sleep heavy nonapneic snorer obstructive sleep apnea patient systematically preceded flow limitation true simulated snoring
patient,Medical,Medical,2023-10-08,defining proper role sublingual nitroglycerin survey physician patient within period encountered six case patient harmed adverse effect nitroglycerin syncope delayed definitive medical care worsening nonischemic symptom therefore surveyed patient remote myocardial infarction cardiologist internist regarding use sublingual nitroglycerin physician percent routinely prescribed nitroglycerin patient myocardial infarction percent patient tablet available percent time patient used tablet le per month percent patient always carried nitroglycerin used preceding year although percent patient claimed know use drug percent used would use symptom dizziness rapid heartbeat presyncope patient nitroglycerin claimed relieved symptom even relief partial time elapsed relief could specified symptom type unlikely relieved drug suggest practice routinely prescribing nitroglycerin patient myocardial infarction reassessed
lesion,Medical,Medical,2023-10-08,clinical course roentgenographic change osteonecrosis femoral condyle conservative treatment history osteonecrosis femoral condyle knee observed knee patient averaging year age range year nine woman five men average period year range one year spontaneous osteonecrosis found patient osteonecrosis three medial femoral condyle involved knee lateral femoral condyle two maximum width lesion measured anteroposterior roentgenogram osteonecrotic lesion le mm wide rated small case small osteonecrotic lesion displayed remarkable change respect stage limb alignment average size osteonecrotic lesion significantly larger spontaneous type size osteonecrotic lesion examination compared observed initial diagnosis knee eight lesion displayed increase dimension initial size diagnosis
patient,Medical,Medical,2023-10-08,safety cost effectiveness combined coronary angiography angioplasty coronary angioplasty safely performed time initial diagnostic catheterization may result shorter hospitalization stay lower overall cost combined coronary angiography angioplasty performed electively patient january september patient divided three major subgroup based upon indication angioplasty procedure performed restenosis procedure performed patient unstable angina procedure performed patient without unstable angina previous angioplasty subset patient study underwent elective combined coronary angiography angioplasty compared matched population patient angiography angioplasty separate procedure success complication rate similar group patient underwent combined procedure hospitalized mean day average total charge compared day patient undergoing separate procedure p le significant saving also realized respect total contrast dose fluoroscopic time total procedural time thus informed patient suitable coronary anatomy strategy combined angiography angioplasty may present opportunity decreasing hospitalization stay reducing total charge revascularization reducing radiation exposure without compromising safety effectiveness procedure
patient,Medical,Medical,2023-10-08,prospective study anatomic total hip arthroplasty uncemented total hip prosthesis implanted patient result reviewed mean period month range month mean preoperative rating fair mean postoperative rating excellent six dislocation ten patient mild thigh pain one year two year pain resolved six patient neither moderate severe limp significant loosening bead observed one patient progressive radiolucent line high rate dislocation may related compromise acetabular position obtain bony fixation acetabulum early series clinical result encouraging
torasemide,Medical,Medical,2023-10-08,comparison effect torasemide furosemide nonazotemic cirrhotic patient ascites randomized study randomized trial compared effect torasemide new loop diuretic furosemide nonazotemic cirrhotic patient ascites period association potassium canrenoate administration do loop diuretic administered trial torasemide furosemide respectively shown equipotent healthy subject torasemide induced significantly greater natriuresis furosemide p le twofold greater percentage increase basal value day day day respectively body weight loss significantly higher torasemide p le administration overall decrease end treatment twice high furosemide kg kg respectively diuresis also higher torasemide administration difference significant p extent kaliuresis observed two treatment almost identical despite striking difference natriuretic response effect two treatment plasma electrolyte creatinine clearance blood urea nitrogen mean arterial pressure heart rate plasma arginine vasopressin concentration similar drug caused increase plasma renin activity end treatment whereas plasma aldosterone concentration slightly increased torasemide administration despite presence trend toward pronounced effect parameter torasemide administration significant difference two treatment observed
patient,Medical,Medical,2023-10-08,reduction frequency ventricular late potential acute myocardial infarction early thrombolytic therapy ventricular late potential strong predictor arrhythmic event acute myocardial infarction ami as effect intravenous thrombolysis incidence ventricular late potential consecutive patient surviving first ami included present study patient men woman mean age standard deviation year received intravenous recombinant plasminogen activator mg hour group patient men woman mean age year received conventional medical treatment group b electrocardiogram recording gain filter hz performed day ami difference group b patient term ami location anterior v difference significant n mean left ventricular ejection fraction v n presence heart failure new york heart association class iii iv v n incidence ventricular late potential group group b p le among patient underwent coronary arteriography incidence ventricular late potential patient patent artery patient occluded artery p le
patient,Medical,Medical,2023-10-08,aztreonam monotherapy prophylaxis transurethral resection prostate multicenter study efficacy safety aztreonam prophylaxis urinary tract infection following transurethral resection prostate turp patient preoperatively sterile urine studied multicenter trial including patient six italian urology center present report describes first patient enrolled protocol aztreonam placebo administered patient three do given induction anesthesia hour later development bacteriuria monitored culture urine obtained surgery day later removal bladder catheter discharge hospital visit day surgery febrile peak observed patient placebo group p le bacteriuria reported group respectively p le data turp appears procedure requiring antibiotic prophylaxis aztreonam appears reduce significantly incidence postoperative bacteriuria surgical procedure
syndrome,Medical,Medical,2023-10-08,ocular finding turcot syndrome turcot syndrome hereditary condition characterized multiple adenomatous gastrointestinal polyp associated neuroepithelial tumor central nervous system author examined patient turcot syndrome multiple region congenital hypertrophy retinal pigment epithelium chrpe area surrounding hypopigmentation fundus eye multiple bilateral patch chrpe reported patient familial adenomatous polyposis gardner syndrome finding thought sensitive specific clinical marker condition useful predicting presence development colorectal polyposis finding provide evidence familial adenomatous polyposis gardner syndrome turcot syndrome may related condition representing variable phenotypic expression single autosomal dominant genetic disorder child young adult multiple patch chrpe family history adenomatous polyposis may increased risk development central nervous system tumor well gastrointestinal polyp
bladder,Medical,Medical,2023-10-08,hemobilia due vasculitis gall bladder patient mixed connective tissue disease woman mixed connective tissue disease presented acute abdominal pain sign blood loss cholecystectomy appeared lost considerable amount blood biliary tract due bleeding gall bladder microscopic examination showed vasculitis gall bladder wall hemobilia described complication mixed connective tissue disease
ring,Medical,Medical,2023-10-08,use marshmallow bolus evaluating lower esophageal mucosal ring patient woman men mean age yr lower esophageal mucosal ring shown radiographically examined bolus consisting portion standard marshmallow common symptom dysphagia present patient impaction marshmallow bolus ring occurred patient produced symptom patient nine ring detected radiographically solid bolus eight patient dysphagia seven ring mm le caliber impaction related ring caliber found ring mm le diameter ring ring mm caliber endoscopy patient detected ring also depended ring caliber le equal mm mm greater equal mm marshmallow impaction occurred patient endoscopy three patient normal endoscopy conclusion radiographic examination supplemented use marshmallow bolus best detects lower esophageal mucosal ring
renal,Medical,Medical,2023-10-08,role duplex scanning detection atherosclerotic renal artery disease as accuracy renal artery duplex scanning purpose diagnosing atherosclerotic renal artery stenosis compared finding renal arteriogram result duplex scanning patient using increase renal artery peak systolic flow velocity greater duplex scanning able discriminate normal diseased renal artery sensitivity specificity using principle blood flow velocity across stenosis roughly proportional degree stenosis appeared ratio peak velocity renal artery aorta rar greater predicted greater diameter reduction renal artery felt significant stenosis vessel classified greater diameter reduction arteriography using rar greater duplex scanning agreed renal artery sensitivity renal artery arteriography showed le diameter reduction duplex scanning agreed vessel correctly detected focal narrowing nine remaining ten vessel ten occluded renal artery correctly identified duplex scanning duplex scanning determined location renal artery lesion accuracy kappa since duplex scanning accurately demonstrate locate focal renal artery stenosis believe may become accurate screening test renovascular hypertension
artery,Medical,Medical,2023-10-08,histopathological validation high frequency epicardial echocardiography coronary artery vitro accuracy reliability measurement coronary artery dimension detection atherosclerotic lesion high frequency epicardial echocardiography compared histopathological result ten pressure perfused human heart examined vitro mhz diasonics transducer mhz transducer close agreement ultrasound pathological measurement coronary artery luminal diameter qualitative change wall structure diffuse wall thickening calcification readily identified however resolution transducer high enough accurately measure wall dimension normal coronary artery coefficient variation measurement intra inter observer variability respectively showed excellent reproducibility technique accurate identifying atherosclerotic lesion imaging artery distal occlusion locating deeply sited artery identifying complete obliteration artery intraoperative video playback transducer miniaturisation may minimise problem caused cardiac movement restricted access development intraoperative assessment coronary artery disease may become real possibility
neuropathy,Medical,Medical,2023-10-08,natural history diabetic femoral neuropathy diabetic femoral neuropathy uncommon unpleasant sometimes disabling condition account pain muscular atrophy whose prognosis previously documented reviewed group patient year median month diagnosis average nearly year median month condition common diabetic per cent men per cent older patient median age diagnosis year neuropathy bilateral case unilateral case five patient unilateral neuropathy developed femoral neuropathy opposite side usually within week first episode recovery apparent month usually complete month two patient severe relapse patient remained disabled although minor residual symptom sign half patient cm reduction thigh circumference diminished reflex outlook femoral neuropathy even severe form therefore good residual feature demonstrable cause symptom relapse first week rare
patient,Medical,Medical,2023-10-08,effect multidimensional cardiopulmonary rehabilitation program psychosocial function effect participation structured outpatient cardiac rehabilitation program psychosocial function acute myocardial infarction coronary artery bypass surgery evaluated prospectively patient married living significant men mean standard deviation age year old patient participant cardiac rehabilitation program compared patient participate formal program average patient group well educated older caucasian minimal cardiac dysfunction new york heart association class ii patient group different baseline sociodemographic clinical characteristic dependent measure anxiety depression psychosocial adjustment illness marital adjustment six month initial testing patient attended cardiac rehabilitation significantly le anxious f p le depressed f p better psychosocial adjustment f p satisfied marriage f p nonparticipant finding support effectiveness group cardiac rehabilitation subgroup patient facilitating psychosocial recovery acute cardiac event
norepinephrine,Medical,Medical,2023-10-08,plasma norepinephrine concentration resuscitation dog objective study evaluate whether adrenal gland contribute increase plasma norepinephrine concentration cardiopulmonary resuscitation releasing norepinephrine secreting epinephrine facilitates release norepinephrine sympathetic nerve ending via stimulation presynaptic beta receptor experiment performed adrenalectomized dog adrenalectomized dog increase plasma norepinephrine concentration cardiopulmonary arrest basic life support bls markedly smaller dog intravenous infusion physiologic do epinephrine bls adrenalectomized animal influence plasma norepinephrine concentration data indicate suggested others marked increase plasma norepinephrine concentration bls dog mainly adrenomedullary origin also suggest presynaptic facilitation norepinephrine release epinephrine important experiment using higher do epinephrine necessary
lak,Medical,Medical,2023-10-08,defective killer cell generation activity acute leukemia patient active disease myeloid lymphoid acute leukemia patient presentation capacity generate killer lak cell effective natural killer nk raji cell line well susceptibility blast normal peripheral blood pb lak cell autologous lak effector analyzed overall pb lak activity raji cell significantly lower acute leukemia patient compared normal control mean sd lak effector v p le sensitivity blast autologous lak cell also significantly lower normal lak effector lak effector v p le data analyzed independently four pattern behavior could recognized relatively largest group included patient effective lak cell could generated raji line blast resistant autologous effector susceptible normal lak cell defective specific lak activity case incapacity generate lak activity allogeneic autologous target cell observed defective lak generation six case blast resistant allogeneic autologous lak population though latter effective raji line resistant blast defect could also shown bone lak cell six case leukemic blast appear susceptible autologous allogeneic lak cell four patient analysis could repeated remission three restoration lak function primary blast recorded case studied relapse blast resistant autologous lak effector nine normal lak seven data demonstrate acute leukemia patient active disease defect lak machinery either deficient generation lak cell resistance blast lak effector may documented pointing therefore possible contributory role lak system control leukemic cell growth view frequent normalization autologous lak activity time remission immunotherapy cell primarily aimed patient minimal residual disease
carcinoma,Medical,Medical,2023-10-08,pharyngeal pouch carcinoma two unusual case two patient carcinoma arising pharyngeal pouch reported one tumour detected preoperatively contrast radiographic study second lesion carcinoma situ english literature reviewed reference two unusual feature
ear,Medical,Medical,2023-10-08,middle ear inflammatory mediator cochlear function sensorineural hearing loss snhl documented patient otitis medium despite number clinical pathologic work dealing common problem animal study searching possible relationship middle ear inflammation cochlear function remain insufficient bacterial inoculation ototoxins inflammatory product middle ear cavity cause snhl rodent human serum albumin placed middle ear cavity chinchilla also produce snhl owing effect nonspecific inflammation middle ear cavity middle ear inflammatory mediator enter inner ear round window route alteration permeability round window membrane play important role causing cochlear dysfunction although immunologic response middle ear play important role otitis medium immunologic response inner ear relates middle ear inflammatory mediator requires study
