Title,main_category,category,date,description
norepinephrine,Medical,Medical,2023-10-08,plasma norepinephrine concentration resuscitation dog objective study evaluate whether adrenal gland contribute increase plasma norepinephrine concentration cardiopulmonary resuscitation releasing norepinephrine secreting epinephrine facilitates release norepinephrine sympathetic nerve ending via stimulation presynaptic beta receptor experiment performed adrenalectomized dog adrenalectomized dog increase plasma norepinephrine concentration cardiopulmonary arrest basic life support bls markedly smaller dog intravenous infusion physiologic do epinephrine bls adrenalectomized animal influence plasma norepinephrine concentration data indicate suggested others marked increase plasma norepinephrine concentration bls dog mainly adrenomedullary origin also suggest presynaptic facilitation norepinephrine release epinephrine important experiment using higher do epinephrine necessary
lak,Medical,Medical,2023-10-08,defective killer cell generation activity acute leukemia patient active disease myeloid lymphoid acute leukemia patient presentation capacity generate killer lak cell effective natural killer nk raji cell line well susceptibility blast normal peripheral blood pb lak cell autologous lak effector analyzed overall pb lak activity raji cell significantly lower acute leukemia patient compared normal control mean sd lak effector v p le sensitivity blast autologous lak cell also significantly lower normal lak effector lak effector v p le data analyzed independently four pattern behavior could recognized relatively largest group included patient effective lak cell could generated raji line blast resistant autologous effector susceptible normal lak cell defective specific lak activity case incapacity generate lak activity allogeneic autologous target cell observed defective lak generation six case blast resistant allogeneic autologous lak population though latter effective raji line resistant blast defect could also shown bone lak cell six case leukemic blast appear susceptible autologous allogeneic lak cell four patient analysis could repeated remission three restoration lak function primary blast recorded case studied relapse blast resistant autologous lak effector nine normal lak seven data demonstrate acute leukemia patient active disease defect lak machinery either deficient generation lak cell resistance blast lak effector may documented pointing therefore possible contributory role lak system control leukemic cell growth view frequent normalization autologous lak activity time remission immunotherapy cell primarily aimed patient minimal residual disease
carcinoma,Medical,Medical,2023-10-08,pharyngeal pouch carcinoma two unusual case two patient carcinoma arising pharyngeal pouch reported one tumour detected preoperatively contrast radiographic study second lesion carcinoma situ english literature reviewed reference two unusual feature
ear,Medical,Medical,2023-10-08,middle ear inflammatory mediator cochlear function sensorineural hearing loss snhl documented patient otitis medium despite number clinical pathologic work dealing common problem animal study searching possible relationship middle ear inflammation cochlear function remain insufficient bacterial inoculation ototoxins inflammatory product middle ear cavity cause snhl rodent human serum albumin placed middle ear cavity chinchilla also produce snhl owing effect nonspecific inflammation middle ear cavity middle ear inflammatory mediator enter inner ear round window route alteration permeability round window membrane play important role causing cochlear dysfunction although immunologic response middle ear play important role otitis medium immunologic response inner ear relates middle ear inflammatory mediator requires study
cerebrospinal,Medical,Medical,2023-10-08,cerebrospinal fluid leak meningitis acoustic neuroma surgery cerebrospinal fluid leak associated meningitis common complication surgery acoustic neuroma retrospective study review patient surgery acoustic tumor sunnybrook health science center university toronto april march cerebrospinal fluid leak occurred primary tumor operation surgical repair required patient needed one operation meningitis occurred patient complication common larger tumor combined translabyrinthine middle fossa approach transnasopharyngeal eustachian tube obliteration used stop recurrent cerebrospinal fluid leak two patient
tumor,Medical,Medical,2023-10-08,progesterone receptor gene restriction fragment length polymorphism human breast tumor examined progesterone receptor pgr gene tissue primary human breast tumor normal placenta detecting restriction fragment length polymorphism rflps restriction endonuclease pst hindiii general agreement pst sst polymorphism individual tumor suggesting define two allele human pgr locus one characterized deletion base pair respect primary human breast tumor specimen n human term placenta n displayed similar allele frequency typical mendelian distribution pst allele previously reported hindiii pgr rflp also investigated breast tumor hindiii pgr gene rflp display typical mendelian distribution breast tumor factor affecting hindiii allele frequency presently unknown neither hindiii rflp deletion defined pst sst correlated pgr expression determined assay suggesting neither related heterogeneity pgr expression seen breast tumor
demyelinating,Medical,Medical,2023-10-08,destructive lesion demyelinating disease three case presented clinical radiological feature suggested diagnosis glioma surgical biopsy revealed demyelinating process tissue destruction cyst formation two one patient clinically definite multiple sclerosis two probable acute disseminated encephalomyelitis treatment high dose steroid appropriate clinical investigative evidence suggest presence demyelinating disease deciding biopsy
group,Medical,Medical,2023-10-08,transmural distribution myocardial edema nmr relaxometry following myocardial ischemia reperfusion determine distribution extent myocardial edema resulting ischemia reperfusion seven dog underwent occlusion left circumflex coronary artery hour group underwent occlusion hour reperfusion hour group ii proton nuclear magnetic resonance spectroscopy relaxation time percent water content determined quantitate amount edema transmural increase relaxation time central ischemic zone group ii although increase significantly greater group ii subendocardium group msec group ii msec p le subepicardium group msec group ii msec p le increase also observed weighted relaxation time subendocardium group msec group ii msec p le subepicardium group msec group ii msec p le transmural difference evident myocardial layer increased relaxation time p le subendocardium group similar increase noted percent water content myocardium thus relaxation time lengthened increase myocardial water content following occlusion relaxation time augmented reperfusion conclude edema occurs transmural distribution subendocardium subepicardium following occlusion edema enhanced reperfusion
hernia,Medical,Medical,2023-10-08,tubal occlusion inguinal hernia repair case report midtubal occlusion infertility occurred subsequent inguinal hernia repair recognition traumatic etiology important cause midtubal obstruction endometriosis tuberculosis adenomatoid tumor oviduct may considered contraindication reconstructive surgery recognized condition highly amendable microsurgical reconstruction
patient,Medical,Medical,2023-10-08,role fine catheter peritoneal cytology laparoscopy management acute abdominal pain laparoscopy fine catheter peritoneal cytology fcpc advocated aid assessment acute abdominal pain patient admitted district general hospital period managed using standard protocol incorporating technique initial assessment surgical registrar patient excluded progress protocol age le year definite diagnosis made contraindication fcpc remaining patient placed one four management group urgent operation patient b see patient c see patient urgent operation indicated patient patient per cent group b c need operation uncertain underwent successful fcpc patient per cent underwent laparoscopy patient initial registrar management decision proved incorrect case per cent following protocol number management error actually made reduced per cent p le would reduced per cent protocol violated five patient study demonstrates effectiveness protocol using fcpc laparoscopy improve management patient acute abdominal pain
patient,Medical,Medical,2023-10-08,association acquired immunodeficiency syndrome infection salmonella typhi salmonella paratyphi endemic typhoid area eight case typhoid paratyphoid fever identified period cohort patient positive human immunodeficiency virus lima peru asymptomatic patient human immunodeficiency virus infection patient lymphadenopathy syndrome typical clinical presentation response therapy patient acquired immunodeficiency syndrome culture positive salmonella typhi salmonella paratyphi presented fulminant diarrhea colitis two patient least month available relapsed cohort case typhoid paratyphoid per patient year observation rate approximately time general population lima time age group data indicate patient positive human immunodeficiency virus significantly increased risk infection typhi paratyphi suggest clinical presentation disease patient acquired immunodeficiency syndrome differs seen immunocompetent host
patient,Medical,Medical,2023-10-08,role extracorporeal shock wave lithotripsy percutaneous nephrostolithotomy management pyelocaliceal diverticulum various combination extracorporeal shock wave lithotripsy eswl percutaneous nephrostolithotomy used treatment caliceal diverticulum patient men woman patient treated eswl single modality became although became asymptomatic ten patient undergoing eswl primarily eventually required percutaneous nephrostolithotomy due persistence symptom became total patient underwent percutaneous approach single modality diverticulum patient became although patient residual parenchymal fragment therefore patient became completely free stone using percutaneous approach patient managed percutaneous nephrostolithotomy became free symptom complex nature access percutaneous nephrostolithotomy favor approach direct puncture diverticulum simultaneous fulguration diverticulum percutaneous nephrostolithotomy favored since patient technique used complete obliteration diverticulum followup contrast study data suggest caliceal diverticulum managed percutaneous nephrostolithotomy since eswl monotherapy unlikely produce status
survival,Medical,Medical,2023-10-08,survival chemotherapy versus melphalan patient advanced ovarian cancer optimal debulking surgery purpose study evaluate survival survival previously untreated patient advanced ovarian cancer treated melphalan patient underwent optimal debulking surgery le cm residual compared patient treated chemotherapy patient underwent optimal debulking surgery significant increase survival survival noted changed melphalan trial underwent optimal debulking surgery pac trial respectively underwent optimal debulking surgery however patient whose tumor optimally debulked three trial statistically significant difference median survival median survival survival survival patient treated melphalan pac without optimal debulking surgery multiagent chemotherapy offered small survival advantage result similar reported gruppo interregionale cooperativo oncologico ginecologia survival curve identical subgroup chemotherapy regimen patient residual disease le cm onset chemotherapy whether received cyclophosphamide cyclophosphamide adriamycin cyclophosphamide adriamycin cisplatin cyclophosphamide adriamycin hexamethylmelamine cisplatin cyclophosphamide cisplatin cisplatin carboplatin
woman,Medical,Medical,2023-10-08,menstrual symptom woman pelvic endometriosis objective investigate menstrual symptom relation pelvic pathology design prospective study setting aberdeen royal infirmary scotland subject questionnaire sent prior planned admission woman brought completed questionnaire comprised woman undergoing laparoscopic sterilization laparoscopy infertility laparoscopy chronic pelvic pain woman undergoing abdominal hysterectomy dysfunctional uterine bleeding main outcome measure occurrence dysmenorrhoea menorrhagia menstrual regularity premenstrual spotting deep dyspareunia pelvic pain woman either endometriosis post infective pelvic adhesion normal pelvis result menorrhagia menstrual irregularity premenstrual spotting occurred equal frequency group deep dyspareunia pain intercourse recurrent pain unrelated menstruation coitus common woman endometriosis post infective pelvic adhesion normal pelvis dysmenorrhoea appears prevalent among woman endometriosis conclusion menstrual symptom raising high index suspicion endometriosis entirely reliable indicator disease dysmenorrhoea common reported symptom endometriosis sufferer diagnostic laparoscopy considered institution treatment woman complaining pelvic pain menstrual symptom
infection,Medical,Medical,2023-10-08,vitro maturation mononuclear phagocyte susceptibility infection present report studied vitro transition normal blood monocyte macrophage change cell morphology expression surface antigen panel monoclonal antibody maturation process accompanied notable change marker manner percentage cell expressing fc receptor class iii increased expression markedly decreased demonstrating vitro monocyte mature macrophage recognizable manner studied susceptibility infection time point representing different stage cell maturation result show susceptible infection stage differentiation however kinetics virus replication depends degree maturation time infection two major pattern replication observed infection monocyte resulted efficient virus production measurable reverse transcriptase activity culture supernatant whereas infection fully differentiated macrophage yielded low sustained virus release demonstrable antigen assay able detect difference capacity virus infect replicate respect cellular origin virus isolate whether virus strain patient isolates
patient,Medical,Medical,2023-10-08,strategy management distal ileal crohn disease determined outcome defined policy management distal ileal crohn disease using prospective analysis patient diagnosed mean year policy outline consists conservative treatment acute obstructive episode resection strictureplasty recurrent obstructive episode surgical treatment abscess fistula formation specific medical treatment corticosteroid immunosuppressive therapy metronidazole symptomatic disease patient benign course without resection remainder treated surgically time patient specific treatment operation needed one resection five needed three surgical procedure immediate early delayed surgical treatment affect reoperation rate outcome eleven patient died ten cause unrelated crohn disease living patient fit well two currently taking specific medication fourteen unwell six either need refused surgery could restore good health management policy achieved excellent result nearly patient finding suggest timing surgery nature important determining outcome specific medical therapy
diphenhydramine,Medical,Medical,2023-10-08,diphenhydramine toxicity three child infection diphenhydramine hydrochloride antihistamine anticholinergic property frequently used orally topically temporary relief pruritus significant systemic absorption may occur following topical administration diphenhydramine patient lesion describe three child infection vzi developed bizarre behavior well visual auditory hallucination following topical application large amount diphenhydramine majority skin surface two case oral diphenhydramine also administered serum diphenhydramine concentration approximated exceeded previously reported case complete resolution mental status abnormality occurred within hour discontinuation product pharmacist health professional aware potential toxicity topical diphenhydramine patient vzi
case,Medical,Medical,2023-10-08,symptomatic cerebral vasospasm following tumor resection report two case author report two case symptomatic cerebral vasospasm following resection acoustic neuroma left sphenoid wing meningioma vascular spasm documented transcranial doppler angiography study patient responded hypervolemic therapy possible mechanism contributing rare complication discussed
pca,Medical,Medical,2023-10-08,posterior cricoarytenoid activity normal adult involuntary voluntary hyperventilation effect isocapnic hypoxia hyperoxic hypercapnia electrical activity posterior cricoarytenoid pca muscle determined eight normal adult human use standard rebreathing technique compared pca activity voluntary hyperventilation performed isocapnic hypocapnic condition pca activity recorded intramuscular electrode implanted fiberoptic nasopharyngoscope quiet breathing subject pca phasically active inspiration tonically active throughout respiratory cycle comparable increment respiratory output hypercapnia hypoxia voluntary hyperventilation appeared associated similar increase phasic tonic pca activity quiet breathing onset phasic pca activity usually occurred inspiratory airflow extended beyond start expiratory airflow duration phasic pca preactivation postinspiratory phasic pca activity remained unchanged progressive hypercapnia progressive hypoxia result combination recent finding vocal cord adductor suggest vocal cord position throughout respiratory cycle hyperpnea actively controlled simultaneously acting antagonistic intrinsic laryngeal muscle
adrenal,Medical,Medical,2023-10-08,isolated cryptococcosis adrenal gland case isolated adrenal cryptococcosis reported patient history diabetes mellitus symptom left flank pain roentgenological sonographic finding adrenal gland indicative malignant tumour tissue obtained surgery showed fungal granuloma poorly encapsulated cryptococcal organism identified special stain serum cryptococcal antigen test positive patient successfully treated surgery course amphotericin period evidence recurrence dissemination
group,Medical,Medical,2023-10-08,dexamethasone therapy neonatal chronic lung disease international trial collaborative dexamethasone trial group multicenter trial steroid therapy chronic neonatal oxygen dependence neonate randomly allocated around week age dexamethasone placebo active treatment significantly reduced duration assisted ventilation among infant ventilator dependent entry median day survivor v statistically significant difference total group survivor time receiving supplemental oxygen length stay hospital although trend favored dexamethasone group infant group died prior hospital discharge ventilator dependent trial entry open treatment steroid later given active group placebo group evidence serious side effect particular infection rate similar two group
desmopressin,Medical,Medical,2023-10-08,hemodynamic consequence desmopressin administration cardiopulmonary bypass desmopressin acetate used reduce blood loss cardiac surgery however report hypotension occur infusion desmopressin postoperative blood loss reduced randomized study investigated effect desmopressin hemodynamics coagulation postoperative blood loss patient undergoing primary elective coronary artery bypass grafting cabg reversal heparin effect patient received desmopressin infused min patient received placebo desmopressin produced small significant decrease diastolic blood pressure compared placebo mmhg mmhg group respectively p greater decrease mean arterial pressure observed patient receiving desmopressin whereas one patient group experienced decrease magnitude p reduction arterial pressure secondary decrease systemic vascular resistance svr mean svr drug infusion respectively group respectively group p
carcinoma,Medical,Medical,2023-10-08,cutaneous metastasis papillary carcinoma thyroid gland cutaneous metastasis carcinoma thyroid gland rare present clinical histologic immunohistochemical feature solitary metastasis papillary carcinoma thyroid result indicate tumor produce epithelial mucin therefore must differentiated metastatic carcinoma primary apocrine tumor skin positive staining thyroglobulin confirmed diagnosis case
lesion,Medical,Medical,2023-10-08,fibrous lesion gingiva histopathologic analysis case two hundred four case fibrous lesion gingiva studied histologically presence calcified tissue nature connective tissue type keratinization degree epithelial thickness initially lesion subcategorized four specific entity namely fibrous epulis fibroepithelial polyp calcifying fibroblastic granuloma ossifying fibrous epulis found lesion contained calcification connective tissue represented predominantly either collagenous type mixed cellular collagenous type also found lesion ulcerated associated cellular type connective tissue calcification attempt subcategorize fibrous lesion specific entity found case mixed feature fact support suggestion lesion stage spectrum single disease process collectively termed fibroblastic gingival lesion however also suggested two term namely peripheral fibroma fibrous epulis without ossification retained whereas usage terminology avoided
breast,Medical,Medical,2023-10-08,significance ipsilateral breast tumour recurrence lumpectomy breast cancer treatment trial u national surgical adjuvant breast bowel project established operation replacement radical mastectomy nsabp shown term survival free distant disease significant difference lumpectomy lumpectomy plus breast irradiation total mastectomy nsabp data used address issue ipsilateral breast tumour recurrence ibtr development distant disease question important clinical biological implication cox regression model fixed ie feature tumour type size present surgery subsequently alterable ibtr time dependent fixed revealed risk distant disease time greater adjustment patient ibtr developed ibtr proved powerful independent predictor distant disease however marker risk cause distant metastasis mastectomy breast irradiation following lumpectomy prevent expression marker lower risk distant disease finding justify use lumpectomy
neuropathy,Medical,Medical,2023-10-08,prevalence peripheral neuropathy parsi community bombay carried survey screen neurologic disease including peripheral neuropathy community parsi living housing colony bombay india common neurologic disorder peripheral neuropathy case population common neuropathy compressive diabetes common noncompressive etiology leprosy nutritional neuropathy rare
patient,Medical,Medical,2023-10-08,pilot study neoadjuvant chemotherapy cisplatin surgical resection postoperative radiation therapy chemotherapy adenocarcinoma esophagus fifteen patient potentially resectable adenocarcinoma esophagus treated two cycle preoperative chemotherapy cisplatin ddp response chemotherapy evaluated comparative barium swallow computerized chest tomography esophagoscopy change clinical symptomatology eleven patient resected two explored found inoperable two subjected surgery one death related toxicity one due progressive disease ten eleven patient gross residual tumor one patient residual microscopic disease one patient complete clinical response ccr five partial clinical response pcr nine response nr five patient resected patient remain free disease median survival time month patient month resected patient
fistula,Medical,Medical,2023-10-08,duodenobronchial fistula duodenobronchial fistula extremely rare subgroup abdominobronchial fistula include bronchobiliary gastrobronchial enterobronchial colobronchial splenobronchial fistula one case duodenobronchial fistula previously reported duodenobronchial fistula occur complication duodenal injury characteristic symptom cough produce copious bilious secretion shortness breath fever diagnosis made contrast gastrointestinal study treatment requires abdominal approach interruption fistula duodenal origin control inciting inflammatory process prompt diagnosis treatment thoracic drainage pulmonary resection needed
hernia,Medical,Medical,2023-10-08,peritoneopericardial diaphragmatic hernia discovered coronary bypass operation man discovered large peritoneopericardial hernia operated coronary artery bypass hernia unusual pathogenesis clinical presentation management problem discussed
patient,Medical,Medical,2023-10-08,acute necrotizing pancreatitis management planned staged pancreatic delayed primary wound closure drain reviewed recent experience management consecutive patient acute necrotizing pancreatitis patient documented necrotizing pancreatitis parenchymal peripancreatic necrosis method treatment evolved previous approach controlled open lesser sac drainage marsupialization staged delayed primary closure drain latter approach hospital mortality patient per cent significant morbidity still occurred patient per cent however recurrent abscess discharge occurred one patient believe operative approach toward severely ill patient acute necrotizing pancreatitis requires operative intervention minimize occurrence sepsis
ct,Medical,Medical,2023-10-08,ct pancreas child ct become frequently used imaging method evaluating suspected pancreatic disease child although spectrum ct finding pancreatic disease well documented adult paucity information child familiarity ct pattern pancreatic disease childhood important diagnosis essay illustrate ct finding pancreatic lesion child
strut,Medical,Medical,2023-10-08,pectus excavatum perspective pectus excavatum relatively uncommon experience child period produced change surgical technique includes small transverse incision minimal subcutaneous flap elevation incision fifth costal cartilage complete resection involved cartilage use adkins strut suspension sternum strut taut reefing intercostal muscle tube drain epidural analgesia analgesia device postoperatively eventual strut removal use evolved technique give excellent cosmetic result good functional result minimal discomfort shorter convalescent period
aneurysm,Medical,Medical,2023-10-08,false aneurysm right internal mammary artery false aneurysm internal mammary artery uncommon complication median sternotomy clinical radiological finding case presented operative exploration neither directly related presence sternal wire
cardiac,Medical,Medical,2023-10-08,hypercarbic acidosis reduces cardiac resuscitability background method marked increase myocardial hypercarbia acidosis accompany cardiac arrest resuscitation investigate whether hypercarbic acidosis independent oxygenation detrimental cardiac resuscitation three group six rat ventilated gas mixture containing concentration inspired oxygen fraction held constant min ventricular fibrillation mechanical chest compression initiated pneumatic thumper min later transthoracic defibrillation attempted result animal ventilated successfully resuscitated however none animal ventilated aortic ph le aortic greater torr greater kpa resuscitated p le finding contrasted second control group seven identically treated animal absence cardiac arrest demonstrated adverse effect ventilation conclusion increase level condition constant arterial oxygenation controlled coronary perfusion pressure preclude successful resuscitation rodent model cpr
dilatation,Medical,Medical,2023-10-08,endoscopic balloon dilatation therapeutic option management intestinal stricture resulting crohn disease endoscopic balloon dilatation undertaken seven patient presented obstructive symptom resulting crohn disease five patient stricture recurrent disease site ileotransverse anastomosis one duodenal stenosis one colonic stricture procedure performed intravenous sedation one four occasion median uncomplicated sustained improvement period achieved five patient dilatation unsuccessful two case endoscopic balloon dilatation safe effective option selected patient intestinal stricture resulting crohn disease may overcome need surgery
breast,Medical,Medical,2023-10-08,definitive diagnosis breast implant rupture ultrasonography silicone breast implantation entering fourth decade ability monitor integrity old prosthesis questioned clinical mammographic examination reliable indicator implant rupture gel migration away implant pocket ultrasonography presented reliable sensitive method evaluation implant integrity considered definitive study prosthesis integrity sonography added mammographic clinical examination preoperative evaluation symptomatic augmented breast complete ultrasonography may considered mammography routine breast examination previously augmented patient
fistula,Medical,Medical,2023-10-08,external fistula arising digestive tract external abdominal fistula arise digestive tract associated high mortality prolonged morbidity term infection malnutrition skin excoriation external fistula commonly follow anastomotic leak gastrointestinal surgery identified patient seen period university louisville hospital external abdominal fistula arose stomach duodenum small intestine colon biliary tract pancreas fifteen patient multiple fistula fistula greater closure achieved patient eight patient whose fistula remained open died overall mortality principle management include control infection correction fluid electrolyte imbalance nutritional support proper wound care often operative intervention multiple staged operation many month particularly important managing complex wound large abdominal wall defect multiple fistula fistula closure ultimate goal patience important achieve
dobutamine,Medical,Medical,2023-10-08,neurogenic pulmonary edema treatment dobutamine case patient complicating subarachnoid hemorrhage infusion dobutamine followed massive diuresis regression severe neurogenic pulmonary edema suggested reduction total peripheral vascular resistance increase cardiac contractility account observed beneficial effect indicate dobutamine suitable drug treatment neurogenic pulmonary edema
infusion,Medical,Medical,2023-10-08,rhabdomyolysis cutaneous necrosis following intravenous vasopressin infusion continuous iv infusion vasopressin administrated patient cirrhosis liver acute gastrointestinal bleeding esophageal varix first hour patient developed rhabdomyolysis cutaneous necrosis stopping vasopressin infusion resulted relief lesion rarity complication suggests idiosyncratic reaction susceptible individual may related previous vascular disease failure baroreceptor regulation
exercise,Medical,Medical,2023-10-08,health benefit aerobic exercise regular aerobic exercise significant cardiovascular benefit including reduction incidence mortality coronary artery disease probably positive effect blood lipid level blood pressure aerobic exercise also important adjunct program many person continue exercise program positive mental benefit including reduction anxiety depression modulation stress level aerobic exercise place management diabetes pregnancy aging problem associated aerobic exercise minimal compared benefit
pain,Medical,Medical,2023-10-08,low back pain review diagnosis therapy low back pain patient complaint frequently encountered emergency department setting disease entity often diagnostic challenge subtle presentation accompanied significant neurovascular complication current topic controversy include utility radiologic evaluation pharmacologic holistic treatment strategy well guideline urgent referral patient lumbar pain
artery,Medical,Medical,2023-10-08,color doppler imaging provides accurate assessment orbital blood flow occlusive carotid artery disease color doppler imaging used evaluate hemodynamics ophthalmic vasculature case complete internal carotid artery occlusion procedure allows rapid noninvasive imaging showed partial ophthalmic artery obstruction absent flow central retinal artery central retinal vein nasal posterior ciliary artery although altered perfusion retinal vessel may evaluated clinically assessment blood flow ophthalmic ciliary artery previously could evaluated indirectly intravenous fluorescein angiography color doppler imaging finding confirmed intravenous fluorescein angiography carotid arteriography color doppler imaging represents noninvasive method diagnose abnormal blood flow ophthalmic artery branch evaluate serial change circulation noninvasive manner
patient,Medical,Medical,2023-10-08,association hypovolemia subarachnoid hemorrhage computed tomographic scan evidence raised intracranial pressure hypovolemic patient likely suffer delayed cerebral ischemia infarction subarachnoid hemorrhage sah prompt recognition correction hypovolemia may improve outcome identified computed tomographic ct scan finding increase probability patient presenting hypovolemia soon sah plasma volume pv patient admitted within hour sah measured using radioiodinated serum albumin normal pvs measured outpatient setting month later predicted total body water nine patient found hypovolemic defined fall pv exceeding normal pv mean fall sixteen patient normovolemic hypervolemic mean pv basal cistern compressed obliterated ct scan hypovolemic patient compared normovolemic patient p le probability patient hypovolemic ct scan indicated raised intracranial pressure high hydrocephalus p compression basal cistern p compression basal cistern associated intracerebral hematoma midline shift p patient sah radiological evidence raised intracranial pressure considered particular risk systemic hypovolemia
neurofibromatosis,Medical,Medical,2023-10-08,benign spinal nerve sheath tumor occurrence sporadically neurofibromatosis type benign spinal nerve sheath tumor neurofibroma schwannomas often occur dorsal nerve root sporadically neurofibromatosis type histologically benign tumor distinction frequently made clinician determine correlation histological pattern benign spinal nerve sheath tumor type neurofibromatosis clinical pathological feature tumor surgical specimen five autopsy patient reviewed patient classified one four category neurofibromatosis type neurofibromatosis type uncertain sporadic diagnostic criterion used neurofibromatosis type established national institute health patient fulfill criterion either neurofibromatosis type multiple nervous system tumor stigma neurofibromatosis designated uncertain spinal nerve sheath tumor considered sporadic case schwannomas two neurofibroma patient neurofibromatosis type spinal nerve sheath tumor neurofibroma six seven patient neurofibromatosis type spinal nerve sheath tumor schwannomas one patient neurofibromatosis type spinal nerve sheath schwannoma tumor feature tumor type author conclude spinal nerve sheath tumor patient neurofibromatosis type neurofibroma contrast spinal nerve sheath tumor occurring neurofibromatosis type sporadically frequently schwannomas distinct histological feature tumor may reflect different pathogenetic mechanism even though arise identical site neurofibromatosis type
patient,Medical,Medical,2023-10-08,effect decompression natural course spinal stenosis comparison surgically treated untreated patient clinical course untreated patient spinal stenosis mean age year compared patient treated surgically mean age year time month respectively patient neurogenic intermittent claudication one third treated one half untreated patient still neurogenic claudication visual estimation treated surgically untreated patient felt better percent untreated patient unchanged neurophysiologic change showed progression almost case pronounced treated patient proof severe deterioration found untreated patient observation year seems good alternative surgery
cerebral,Medical,Medical,2023-10-08,continuous monitoring cerebral oxygenation acute brain injury injection mannitol hyperventilation global cerebral oxygenation perfusion pressure expired continuously monitored adult acute severe closed head trauma cerebral oxygenation monitored fiberoptic catheter oximetry allowed simultaneous measurement arterial jugular bulb oxyhemoglobin saturation intracranial pressure level mm hg recorded several time patient spite sedation muscle paralysis profound hyperventilation intracranial hypertension frequently associated oligemic cerebral hypoxia identified abnormally low jugular oxygen saturation presence normal arterial oxygenation intracranial hypertension managed intravenous administration mannitol bolus yielded simultaneous decrease intracranial pressure increase cerebral oxygenation highly statistically significant level monitoring cerebral oxygenation clinically useful allowed identification impaired cerebral oxygenation even cerebral perfusion pressure normal therefore proposed new monitoring technique supplement conventional monitoring cerebral perfusion pressure
organophosphate,Medical,Medical,2023-10-08,chronic central nervous system effect acute organophosphate pesticide intoxication pesticide health effect study group acute organophosphate pesticide poisoning cause substantial morbidity mortality world wide however whether organophosphate cause chronic neurological sequela established see whether single episode acute unintentional organophosphate intoxication lead chronic neuropsychological dysfunction carried retrospective study agricultural worker nicaragua admitted hospital july july occupationally related organophosphate intoxication poisoned group men tested average two year episode pesticide poisoning compared matched control group poisoned group much worse control group neuropsychological subtests significantly worse performance five six subtests world health organisation neuropsychological test battery additional test assessed verbal visual attention visual memory visuomotor speed sequencing problem solving motor steadiness dexterity difference neuropsychological performance could explained factor finding persistent decrease neuropsychological performance among individual previous intoxication emphasise importance prevention even single episode organophosphate poisoning
patient,Medical,Medical,2023-10-08,preoperative intraoperative fine needle aspiration cytology pancreatic lesion aim present study describe experience fine needle aspiration fna cytology pancreatic lesion patient fine needle aspiration performed preoperatively ultrasound guidance usg patient computed tomographic guidance ctg seven patient intraoperatively patient based histologic cytologic clinical finding final diagnosis reached patient malignant pancreatic disease mpd benign pancreatic disease bpd accuracy cytologic diagnosis verified histologic cytologic clinical finding patient mpd cytologic finding suggested malignancy patient suspected malignancy five reveal malignancy three patient among patient bpd cytologic finding reported benign sensitivity specificity positive negative predictive value diagnostic accuracy intraoperative fna cytologic result respectively usg fna cytologic result respectively complication followed procedure conclusion transabdominal percutaneous intraoperative fna cytology pancreatic lesion simple safe highly accurate method differentiation benign malignant pancreatic lesion
bleeding,Medical,Medical,2023-10-08,stress erosive gastritis bleeding stress erosive gastritis continues potential problem critically ill injured patient fortunately incidence decreased dramatically last decade explanation circumstance probably multifactorial clearly relates increased knowledge pathophysiology understanding led routine use measure reduce intragastric acidity luminal acid prerequisite stress ulcer occur coupled improved technique treatment shock accompanying gastric mucosal hypoperfusion another prerequisite formation stress ulcer number measure used lower intragastric acidity receptor blocker emerging agent choice accomplish goal unlikely event bleeding occurs despite prophylactic measure aggressive medical management result cessation hemorrhage patient individual requiring surgery control bleeding operation emerged recognized procedure choice thus believe conservative operative approach indicated setting recommend vagotomy pyloroplasty oversewing bleeding erosion appropriate therapy patient requiring surgical intervention
function,Medical,Medical,2023-10-08,autonomic function friedreich ataxia autonomic function study performed patient friedreich ataxia result compared healthy subject increase resting supine heart rate attributed cardiac abnormality test sympathetic parasympathetic function normal normal autonomic function study consistent pathological finding degeneration predominantly large diameter myelinated fibre sparing small myelinated unmyelinated fibre
group,Medical,Medical,2023-10-08,tracheostomal stenosis immediate tracheoesophageal puncture incidence tracheostomal stenosis group patient total laryngectomy without pharyngectomy plus immediate tracheoesophageal tracheogastric puncture compared control group without puncture stenosis rate puncture group significantly higher control group v probable etiologic factor stomal stricture similar group analysis risk factor puncture group suggested higher tendency stenosis female v patient receiving postoperative radiotherapy v although difference failed reach statistical significance
